state,latitude,longitude,quarter,temperature_2m_meanmean,temperature_2m_meansum,relative_humidity_2m_meanmean,relative_humidity_2m_meansum,wind_speed_10m_maxmax,temperature_2m_maxmax,relative_humidity_2m_maxmax,temperature_2m_minmin,relative_humidity_2m_minmin,precipitation_hours_sum,moderate_drizzle_sum,moderate_rain_sum,light_rain_sum,heavy_rain_sum,overcast_sum,partly_cloudy_sum,clear_sky_sum,light_drizzle_sum,mainly_clear_sum,heavy_drizzle_sum,light_snow_sum,heavy_snow_sum,moderate_snow_sum,year
Alaska,61.370716,-152.404419,2,-9.031930835604395,-821.90570604,76.65962763736263,6976.026115,9.504273,0.9334998,100.0,-17.9665,11.257025,845.0,0,0,1,0,20,5,2,3,6,0,8,18,28,2017
Alaska,61.370716,-152.404419,3,-3.679951369565217,-338.555526,88.8601872173913,8175.137224,9.422101,6.3835,100.0,-12.2665,34.169926,919.0,5,0,1,0,18,1,0,16,1,1,11,23,15,2017
Alaska,61.370716,-152.404419,4,-14.864371881304349,-1367.52221308,67.15095655434783,6177.888003,10.182337,0.48349953,100.0,-26.266499,4.0846395,766.0,0,0,0,0,22,6,6,1,4,0,8,29,16,2017
Alaska,61.370716,-152.404419,1,-16.902403305555556,-1521.2162975,56.88994850666667,5120.0953656,12.287555,-5.8165,100.0,-30.7165,2.67335,546.0,0,0,0,0,21,3,16,1,2,0,15,12,20,2018
Alaska,61.370716,-152.404419,2,-9.87906900989011,-898.9952799,81.47536920879121,7414.258598,11.570515,-0.06650019,100.0,-24.766499,16.649897,864.0,1,0,0,0,21,4,1,3,0,0,12,20,29,2018
Alaska,61.370716,-152.404419,3,-2.707419692282609,-249.08261169,81.80165772826086,7525.752511,9.360001,4.9334993,100.0,-12.866501,7.7227592,622.0,7,2,5,0,26,6,1,11,1,2,13,7,11,2018
Alaska,61.370716,-152.404419,4,-13.158325906521739,-1210.5659834,77.51546661956522,7131.422929,12.6462,1.0334997,100.0,-27.7165,6.849781,1082.0,0,0,0,0,12,2,2,1,0,0,11,37,27,2018
Alaska,61.370716,-152.404419,1,-15.239417066666666,-1371.547536,67.89278100555555,6110.3502905,11.304229,-5.7165003,100.0,-34.3665,4.9948697,797.0,0,0,0,0,22,3,8,0,1,0,12,27,17,2019
Alaska,61.370716,-152.404419,2,-8.609380635384616,-783.45363782,79.80540368131868,7262.291735,8.311245,8.2335,100.0,-22.316502,10.765266,667.0,1,0,1,0,22,0,6,6,1,0,14,16,24,2019
Alaska,61.370716,-152.404419,3,-1.505200564304348,-138.478451916,77.75595168478262,7153.547555,10.24578,8.9835,100.0,-15.0165,14.61096,441.0,5,0,4,0,37,3,1,16,2,1,6,13,4,2019
Alaska,61.370716,-152.404419,4,-13.760182644565218,-1265.9368033,77.04780873913043,7088.398404,10.495713,-5.4665003,100.0,-35.7165,11.355758,1033.0,0,0,0,0,13,1,3,0,0,0,15,32,28,2019
Alaska,61.370716,-152.404419,1,-19.896262664835163,-1810.5599025,52.93524775714286,4817.1075459,9.904906,-6.0665,100.0,-30.816502,4.4180417,508.0,0,0,0,0,21,2,14,1,6,0,20,8,19,2020
Alaska,61.370716,-152.404419,2,-8.495575584615384,-773.0973782,77.02826114285715,7009.571764,9.726665,0.5834999,100.0,-26.3665,10.329432,592.0,0,0,0,0,24,2,6,3,1,0,17,15,23,2020
Alaska,61.370716,-152.404419,3,-3.369670631630435,-310.00969811,82.87524601086956,7624.522633,9.504272,4.2834997,100.0,-13.5165,35.71659,633.0,9,0,5,0,24,2,2,16,5,1,8,14,6,2020
Alaska,61.370716,-152.404419,4,-15.66398673478261,-1441.0867796,71.4987540652174,6577.885374,11.165805,-5.6665,100.0,-27.1165,7.2604747,888.0,0,0,0,0,9,4,12,1,3,0,16,29,18,2020
Alaska,61.370716,-152.404419,1,-18.430759688888887,-1658.768372,63.890250297777776,5750.1225268,10.1376915,-10.7165,100.0,-29.016499,3.049826,758.0,0,0,0,0,19,5,5,0,4,0,21,14,22,2021
Alaska,61.370716,-152.404419,2,-9.092347425604395,-827.40361573,74.29641057142857,6760.973362,9.904906,0.7334995,100.0,-28.516499,18.378967,579.0,0,0,0,0,23,4,6,5,2,0,22,9,20,2021
Alaska,61.370716,-152.404419,3,-4.435657916684782,-408.080528335,82.83033491304347,7620.390812,10.594036,8.6335,100.0,-17.7665,21.418432,657.0,3,1,4,0,29,3,2,9,2,2,7,8,22,2021
Alaska,61.370716,-152.404419,4,-17.272501635869563,-1589.0701505,70.9824182173913,6530.382476,12.413476,-2.1665003,99.61259,-32.7665,4.6944227,814.0,0,0,0,0,15,2,6,0,1,0,18,24,26,2021
Alaska,61.370716,-152.404419,1,-16.6691624,-1500.224616,73.23296937777778,6590.967244,15.175612,-10.366501,98.4266,-32.0165,5.0809507,1021.0,0,0,0,0,13,0,6,0,2,0,10,33,26,2022
Alaska,61.370716,-152.404419,2,-8.186692755054946,-744.98904071,69.42494185714285,6317.669709,9.021574,3.7834997,99.62244,-20.4165,17.101059,353.0,1,0,1,0,43,5,3,1,4,0,13,8,12,2022
Alaska,61.370716,-152.404419,3,-4.537016572826087,-417.4055247,89.1365535326087,8200.562925,10.137692,3.7334995,100.0,-15.1165,37.999657,914.0,6,2,8,0,16,0,0,9,0,1,9,22,19,2022
Alaska,61.370716,-152.404419,4,-15.11049950652174,-1390.1659546,64.77746806521739,5959.527062,12.224107,-1.3165002,100.0,-35.1665,5.136949,749.0,0,0,0,0,22,5,5,0,1,0,12,22,25,2022
Alaska,61.370716,-152.404419,1,-15.2456665,-15.2456665,87.54189,87.54189,8.891343,-13.816501,93.15739,-16.6665,77.516396,24.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023
Arizona,33.729759,-111.431221,1,10.855115982222223,976.9604384,52.18248656666667,4696.423791,17.148247,27.800001,99.642555,-9.75,7.995852,219.0,6,0,3,0,35,6,17,4,13,4,0,0,2,2015
Arizona,33.729759,-111.431221,2,20.9359204010989,1905.1687565,29.103699082417585,2648.4366165,23.667091,38.1,98.31276,2.6,4.0288615,116.0,5,1,5,0,37,8,9,8,16,2,0,0,0,2015
Arizona,33.729759,-111.431221,3,27.323482913043478,2513.760428,38.74501957608695,3564.541801,18.228943,39.1,95.96681,14.700001,8.639334,103.0,10,2,3,0,29,13,4,17,12,2,0,0,0,2015
Arizona,33.729759,-111.431221,4,11.072758349782609,1018.69376818,56.46921219565217,5195.167522,25.171696,33.1,98.94993,-4.9500003,10.6016655,269.0,6,3,4,0,24,12,19,3,10,6,1,0,4,2015
Arizona,33.729759,-111.431221,1,10.065476397912088,915.95835221,44.57057396703297,4055.922231,25.1614,25.800001,99.65575,-6.05,7.1373644,148.0,4,1,2,0,50,9,18,1,2,0,0,1,3,2016
Arizona,33.729759,-111.431221,2,21.37852554945055,1945.445825,27.943499994505494,2542.8584995,31.63087,42.1,94.780624,2.05,4.27274,74.0,3,0,3,0,29,14,20,13,6,3,0,0,0,2016
Arizona,33.729759,-111.431221,3,26.53620935869565,2441.331261,39.19178686956522,3605.644392,19.08,38.199997,97.51683,9.200001,4.5894938,144.0,10,4,6,0,15,11,18,17,8,3,0,0,0,2016
Arizona,33.729759,-111.431221,4,13.555955740652173,1247.14792814,50.95471305434783,4687.833601,20.883104,31.15,99.640205,-5.8,7.1478863,197.0,5,5,2,0,34,9,18,3,10,3,0,1,2,2016
Arizona,33.729759,-111.431221,1,10.041768542888889,903.75916886,58.05761551111111,5225.185396,25.741888,27.522001,100.0,-3.2280002,16.00633,298.0,5,7,4,0,37,6,7,13,8,0,0,3,0,2017
Arizona,33.729759,-111.431221,2,21.462979835164834,1953.131165,26.454943593406593,2407.399867,28.312117,40.522,97.64904,2.872,4.266488,54.0,5,1,3,0,34,8,20,10,10,0,0,0,0,2017
Arizona,33.729759,-111.431221,3,25.12992597826087,2311.95319,46.14259316304348,4245.118571,21.385939,38.372,100.0,9.172,6.4065332,243.0,12,12,6,4,9,8,13,16,5,7,0,0,0,2017
Arizona,33.729759,-111.431221,4,15.503318083695653,1426.3052637,29.623946402173914,2725.403069,23.166216,31.372002,100.0,-2.9780002,4.729686,39.0,4,0,0,0,44,6,25,4,8,0,1,0,0,2017
Arizona,33.729759,-111.431221,1,10.299963163333333,926.9966847,40.122934622222225,3611.064116,26.459387,26.072,100.0,-3.578,9.036061,168.0,4,5,1,0,43,9,10,10,5,0,1,1,1,2018
Arizona,33.729759,-111.431221,2,22.335370225274726,2032.5186905,21.46333568131868,1953.1635469999999,28.038431,36.572002,100.0,3.9720001,3.5462072,37.0,0,1,1,0,38,10,32,3,6,0,0,0,0,2018
Arizona,33.729759,-111.431221,3,26.297090923913046,2419.332365,47.05364754347826,4328.935574,21.434364,38.672,100.0,16.072,7.78401,192.0,14,8,3,2,23,8,10,10,11,3,0,0,0,2018
Arizona,33.729759,-111.431221,4,11.026846142673913,1014.469845126,54.45632579347826,5009.981973,20.774214,28.022001,100.0,-4.178,10.754805,319.0,3,10,6,1,40,6,13,5,6,0,0,1,1,2018
Arizona,33.729759,-111.431221,1,7.1897315774444435,647.0758419699999,58.91786622222222,5302.60796,24.933735,23.172,100.0,-11.778,16.044949,341.0,3,7,6,0,38,4,6,11,6,1,1,4,3,2019
Arizona,33.729759,-111.431221,2,19.373717368131867,1763.0082805,34.61401598901099,3149.875455,25.41763,36.922,100.0,2.472,8.622148,83.0,3,2,2,0,38,7,13,8,12,6,0,0,0,2019
Arizona,33.729759,-111.431221,3,26.82786492391304,2468.163573,39.64608716304348,3647.440019,20.240198,38.072002,100.0,12.772,5.73288,165.0,7,5,7,2,33,9,12,10,6,1,0,0,0,2019
Arizona,33.729759,-111.431221,4,11.729993795652174,1079.1594292,47.82614882608696,4400.005692,24.57511,28.322,100.0,-4.328,5.287667,257.0,5,3,2,0,38,8,22,4,4,1,0,3,2,2019
Arizona,33.729759,-111.431221,1,8.611651983846153,783.66033053,55.00495284615384,5005.450709,23.166216,21.172,100.0,-4.978,15.591535,228.0,1,6,5,0,47,5,11,7,6,1,0,0,2,2020
Arizona,33.729759,-111.431221,2,21.825777686813186,1986.1457695,27.151193494505495,2470.758608,22.657131,36.172,100.0,3.472,4.8849196,29.0,2,2,2,0,34,10,30,2,9,0,0,0,0,2020
Arizona,33.729759,-111.431221,3,28.251732521739132,2599.159392,30.497796945652173,2805.797319,24.640942,39.572002,99.37369,12.622,8.655468,63.0,4,2,4,0,26,17,16,6,15,2,0,0,0,2020
Arizona,33.729759,-111.431221,4,13.891882554347825,1278.053195,31.561123826086956,2903.623392,27.691935,34.822002,100.0,-2.378,5.1441865,54.0,3,0,1,0,33,7,33,3,10,1,1,0,0,2020
Arizona,33.729759,-111.431221,1,8.709777868888889,783.8800082,42.905002083333336,3861.4501875,26.009844,24.572,100.0,-5.178,7.0606475,229.0,6,1,3,0,35,5,17,8,5,0,2,5,3,2021
Arizona,33.729759,-111.431221,2,22.59152845054945,2055.829089,20.349983213186814,1851.8484724,26.87491,40.922,99.030304,6.072,2.9956088,46.0,1,0,2,0,36,16,17,7,11,1,0,0,0,2021
Arizona,33.729759,-111.431221,3,25.124558967391305,2311.459425,56.786862239130436,5224.391326,15.745627,36.972,100.0,12.272,16.146685,393.0,9,18,9,1,14,7,8,15,9,2,0,0,0,2021
Arizona,33.729759,-111.431221,4,12.941248322826086,1190.5948457,48.34398241304348,4447.646382,25.683926,27.522001,100.0,-1.328,15.002188,143.0,2,6,4,0,40,5,24,5,5,0,0,1,0,2021
Arizona,33.729759,-111.431221,1,8.79593533711111,791.63418034,41.44564161111111,3730.107745,23.740902,27.422,100.0,-7.928,8.699551,148.0,0,1,2,0,36,4,23,9,6,1,2,2,4,2022
Arizona,33.729759,-111.431221,2,21.909110923076923,1993.729094,24.55559465934066,2234.559114,26.89419,37.822002,95.52449,0.772,4.3326073,27.0,2,0,3,2,38,5,31,2,8,0,0,0,0,2022
Arizona,33.729759,-111.431221,3,25.73434183695652,2367.559449,52.180703369565215,4800.62471,20.240196,38.772,100.0,15.422,11.561566,224.0,9,11,13,3,21,7,6,9,8,5,0,0,0,2022
Arizona,33.729759,-111.431221,4,10.726030864673913,986.79483955,52.740202913043476,4852.098668,22.782625,28.172,100.0,-4.278,8.057543,232.0,5,6,3,0,35,5,17,11,4,1,0,2,3,2022
Arizona,33.729759,-111.431221,1,7.1386666,7.1386666,92.33691,92.33691,25.460934,10.972,99.66071,5.522,76.61477,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023
Arkansas,34.969704,-92.373123,1,5.6885370018222225,511.968330164,70.61391731111111,6355.252558,28.03612,26.3365,100.0,-9.3635,22.350216,349.0,9,7,6,1,33,8,6,4,3,4,4,2,3,2015
Arkansas,34.969704,-92.373123,2,21.367680780219782,1944.458951,76.25570662637362,6939.269303,27.257967,34.9865,100.0,6.2865,34.977337,415.0,6,16,12,1,25,2,2,18,3,6,0,0,0,2015
Arkansas,34.969704,-92.373123,3,27.101082336956523,2493.299575,64.32854165217391,5918.225832,20.945072,38.6365,100.0,12.2865,27.99017,150.0,7,6,5,0,34,12,4,15,5,4,0,0,0,2015
Arkansas,34.969704,-92.373123,4,13.981449926086958,1286.2933932,73.19033784782609,6733.511082,33.64989,34.2365,99.687996,-1.7635,17.695889,353.0,3,12,5,4,33,4,14,8,5,4,0,0,0,2015
Arkansas,34.969704,-92.373123,1,8.92626646065934,812.29024792,68.48954175824176,6232.5483,30.378967,28.7365,100.0,-5.3135,25.467457,283.0,4,13,4,1,34,8,9,12,4,0,1,0,1,2016
Arkansas,34.969704,-92.373123,2,21.319374648351648,1940.063093,72.55373692307693,6602.39006,28.58545,35.336502,100.0,4.6865,27.567984,329.0,11,9,9,1,19,7,7,17,6,5,0,0,0,2016
Arkansas,34.969704,-92.373123,3,27.12089679347826,2495.122505,74.02038821739131,6809.8757160000005,21.605999,37.536503,99.699005,13.7865,28.516478,304.0,9,12,11,0,27,8,3,15,4,3,0,0,0,2016
Arkansas,34.969704,-92.373123,4,13.944334654347825,1282.8787882,66.93623592391305,6158.133705,26.674032,31.1365,100.0,-8.013499,27.492838,195.0,8,7,4,0,39,8,9,5,7,5,0,0,0,2016
Arkansas,34.969704,-92.373123,1,11.14537975651111,1003.084178086,71.41310827777778,6427.179745,31.716797,27.817001,100.0,-9.883,21.240395,330.0,11,7,5,1,30,4,5,14,3,8,1,0,1,2017
Arkansas,34.969704,-92.373123,2,21.21370434065934,1930.447095,74.8608174065934,6812.334384,34.29838,33.417,100.0,5.9170003,33.640152,369.0,6,11,10,6,24,2,6,22,3,1,0,0,0,2017
Arkansas,34.969704,-92.373123,3,25.517341076086954,2347.595379,76.25481042391304,7015.442559,24.149532,35.417,100.0,12.867,32.228428,284.0,10,13,10,2,19,8,3,18,9,0,0,0,0,2017
Arkansas,34.969704,-92.373123,4,12.547004705652173,1154.32443292,68.73971313043478,6324.053608,34.858707,31.417,100.0,-7.5829997,21.40108,214.0,4,6,3,4,44,5,11,11,3,1,0,0,0,2017
Arkansas,34.969704,-92.373123,1,7.890703732666667,710.16333594,69.36524704444444,6242.872234,31.559086,24.967001,100.0,-12.633,17.701757,419.0,6,17,6,1,26,5,8,11,2,5,2,0,1,2018
Arkansas,34.969704,-92.373123,2,21.873731653846153,1990.5095805,69.5946059010989,6333.109137,28.460497,36.767002,100.0,0.117,27.995953,264.0,7,14,10,2,27,10,2,14,3,1,1,0,0,2018
Arkansas,34.969704,-92.373123,3,26.419945304347824,2430.634968,76.08465784782608,6999.788522,20.674156,39.417,100.0,13.917,33.67713,377.0,10,7,11,5,15,9,1,25,5,4,0,0,0,2018
Arkansas,34.969704,-92.373123,4,11.023725495,1014.18274554,77.18704884782609,7101.208494,31.106167,30.667,100.0,-3.383,33.124535,459.0,5,14,7,3,27,8,4,19,0,1,1,0,3,2018
Arkansas,34.969704,-92.373123,1,7.761259198222222,698.51332784,72.5884122,6532.957098,33.588207,23.567001,100.0,-7.283,23.356308,397.0,7,10,6,3,37,2,2,14,1,5,1,0,2,2019
Arkansas,34.969704,-92.373123,2,21.241588714285715,1932.984573,74.98695262637364,6823.812689,28.496904,35.467,100.0,2.667,29.50582,436.0,10,16,9,5,21,4,4,18,3,1,0,0,0,2019
Arkansas,34.969704,-92.373123,3,27.364963271739132,2517.576621,73.7840260326087,6788.130395,21.316135,36.017002,99.70087,17.017,35.224415,278.0,10,11,7,3,19,7,4,18,9,4,0,0,0,2019
Arkansas,34.969704,-92.373123,4,11.31077269021739,1040.5910875,73.27887948913043,6741.656913,28.664682,33.767002,100.0,-6.633,25.477003,289.0,7,10,5,2,35,5,10,6,7,3,2,0,0,2019
Arkansas,34.969704,-92.373123,1,9.558369077692307,869.81158607,75.27650071428572,6850.161565,31.178993,27.867,100.0,-5.033,32.86511,479.0,8,6,18,4,27,3,3,15,1,5,1,0,0,2020
Arkansas,34.969704,-92.373123,2,20.291108171428572,1846.4908436,73.0003565934066,6643.03245,31.470673,33.917,100.0,2.467,32.52672,357.0,10,16,5,4,25,3,5,14,3,5,0,0,1,2020
Arkansas,34.969704,-92.373123,3,25.877554163043477,2380.734983,74.02390298913043,6810.199075,36.47388,37.417,100.0,12.016999,35.648277,302.0,7,8,8,4,27,6,4,21,6,1,0,0,0,2020
Arkansas,34.969704,-92.373123,4,12.064848929456522,1109.96610151,72.24144844565218,6646.213257,29.337238,28.517,100.0,-4.283,24.65372,271.0,7,8,8,1,29,5,16,9,5,0,2,0,2,2020
Arkansas,34.969704,-92.373123,1,7.314291753444445,658.28625781,71.46870684444444,6432.183616,30.75209,25.217001,100.0,-19.733,28.51319,374.0,9,9,7,0,33,2,5,12,3,4,2,1,3,2021
Arkansas,34.969704,-92.373123,2,20.27066391978022,1844.6304167,72.75235627472527,6620.464421,29.363731,34.367,100.0,2.167,30.666939,426.0,5,13,11,3,26,2,5,22,2,2,0,0,0,2021
Arkansas,34.969704,-92.373123,3,26.72800704347826,2458.976648,70.07187536956522,6446.612534,21.028437,37.917,100.0,12.316999,29.180037,284.0,12,10,8,2,21,3,4,20,10,2,0,0,0,2021
Arkansas,34.969704,-92.373123,4,14.43051929347826,1327.607775,73.88565697826087,6797.480442,30.758411,30.867,100.0,-1.733,30.991892,262.0,2,10,8,5,35,1,11,15,3,2,0,0,0,2021
Arkansas,34.969704,-92.373123,1,7.182578630555555,646.43207675,66.86815403333334,6018.133863,33.1845,23.767,100.0,-7.633,23.197803,295.0,1,8,5,5,30,3,13,8,5,1,4,1,6,2022
